ngram,count,percentage
col,3321620767,0.05520510356987678
isc,3320483677,0.0551862052140374
hic,3319801728,0.05517487126961232
rod,3319202401,0.05516491049701723
esp,3316050299,0.05511252278343426
pec,3313776290,0.05507472891376346
whe,3302134654,0.05488124574208783
ign,3300902279,0.05486076375624891
met,3296614862,0.054789507187201755
tom,3295339679,0.05476831373541311
ron,3283081956,0.05456459124112096
edb,3281005952,0.05453008820062637
ath,3274988709,0.05443008204510123
sha,3271057869,0.05436475176071943
oin,3269855213,0.054344763702570666
llo,3259706028,0.0541760849615653
uti,3258318569,0.054153025490551954
tec,3257643083,0.054141798960732394
eti,3252813562,0.054061532661326184
ual,3245816247,0.05394523777808009
set,3235501309,0.05377380423387054
sor,3232425590,0.0537226860003763
olo,3221766094,0.0535455259264362
tto,3216391681,0.05345620356030701
ext,3209819386,0.053346972479573346
isa,3207278907,0.05330474989724082
tro,3186051908,0.05295195866655164
ise,3182615540,0.05289484647203837
ong,3166456881,0.052626290695741554
eci,3157284306,0.05247384314426059
ler,3153816708,0.05241621190934343
reg,3149981454,0.052352470257559985
ero,3149473074,0.05234402101770946
ded,3145256920,0.05227394883471105
sts,3145085057,0.05227109248373652
ode,3133594128,0.052080114051803114
erc,3133142364,0.05207260576589134
ink,3131387605,0.052043441794706664
eac,3127084840,0.05197193014297878
eca,3126021148,0.05195425165673801
sur,3123102823,0.05190574930045576
ssa,3093626306,0.05141585166071589
ffe,3089827877,0.0513527220378429
rde,3086431772,0.05129627901155832
rse,3084164610,0.051258598938546035
pin,3080927462,0.05120479776642353
ett,3078289769,0.051160959494247135
yst,3078042748,0.051156854022597745
yth,3076789315,0.051136022054279646
ues,3075905464,0.05112133251281239
oto,3072948510,0.05107218814526654
ala,3070080837,0.05102452762166242
pan,3068420067,0.050996925741048416
pen,3065414106,0.050946966880608756
add,3065287079,0.05094485570080135
ics,3064626429,0.05093387574425851
rem,3057014223,0.0508073614158318
cho,3049730032,0.05068629867363894
urs,3047373266,0.05064712938844764
web,3040843760,0.05053860945788504
rsi,3036421017,0.05046510378023404
exp,3033701701,0.0504199089395374
ves,3030671277,0.050369543505758
que,3027660973,0.05031951246496374
owe,3025746994,0.0502877022685755
ned,3025215665,0.050278871617958756
sso,3014881275,0.05010711478287708
fil,3001922907,0.04989174761795454
see,2995004758,0.04977676846806147
ifi,2967126129,0.0493134276145175
thr,2965871490,0.0492925756025642
sig,2964337435,0.04926707971633955
mil,2954414336,0.04910215850875572
ria,2941917289,0.048894458466412924
oma,2938382344,0.04883570792909163
bli,2937547222,0.04882182826017774
rce,2935641407,0.048790153748895386
esc,2931939747,0.04872863241999756
nse,2930909804,0.04871151483976355
ark,2917388737,0.048486795657030235
pho,2907267185,0.0483185761745417
sis,2905162336,0.0482835937321755
tie,2897172759,0.04815080752426566
sar,2894275030,0.04810264747205509
rov,2883586735,0.047925008760760154
qui,2880893118,0.04788024103563635
sfo,2880674371,0.047876605475878714
dan,2878670600,0.047843302942764676
rso,2877397142,0.04782213816035474
gth,2874632413,0.04777618855879155
ars,2874116607,0.04776761589934323
ram,2871729882,0.047727948697678664
boo,2868151027,0.04766846837924514
tac,2865414065,0.047622980263269374
sch,2864870398,0.04761394455596024
ger,2864653799,0.047610344695811574
ane,2858293298,0.04750463361646447
lla,2857028153,0.04748360699552996
ann,2855319790,0.047455214122602715
ara,2850642385,0.04737747598041965
dia,2850325388,0.047372207512571
sal,2849727202,0.04736226570331567
mme,2848516912,0.047342150768623734
rof,2844885301,0.04728179364918003
ute,2841948161,0.04723297858892086
sup,2834438184,0.04710816329928536
ece,2834342532,0.047106573569771645
esu,2832250324,0.047071801219936524
ood,2825090095,0.04695279871746661
nic,2824317098,0.046939951561684054
rts,2823682388,0.04692940272611711
ctu,2819796961,0.04686482720260185
rad,2806077946,0.04663681813802832
nco,2804838168,0.04661621311484999
epo,2803707734,0.04659742538126255
riv,2798654840,0.04651344663830402
lth,2794121849,0.0464381086466457
asi,2793050313,0.04642029979367653
hef,2790863144,0.046383949198699106
mpa,2787880545,0.04633437861305663
ugh,2771013461,0.04605404886307653
ays,2763240055,0.04592485540198546
atu,2757103618,0.045822868250562095
uth,2750112907,0.045706683125331604
urc,2744782332,0.04561808934367971
ref,2744693066,0.045616605749036934
nis,2744368702,0.045611214842166334
led,2737796268,0.04550198145126245
nor,2737539107,0.04549770745352611
rop,2730453620,0.045379947157840314
onc,2723477460,0.04526400386920659
ici,2720272111,0.045210731194227985
stu,2717806617,0.045169754857322476
edo,2716007448,0.04513985279506074
cur,2714344324,0.04511221179113227
nne,2706375581,0.04497977184283737
lac,2705391100,0.044963409837846455
cle,2702766781,0.04491979384060959
ura,2702654439,0.04491792672446952
yin,2694194100,0.044777316485223845
het,2690955258,0.04472348715894048
nof,2684926065,0.04462328239525567
tea,2681739249,0.044570317737433814
sub,2672760138,0.04442108554402839
ima,2670133745,0.04437743507705736
cli,2661656554,0.04423654475875673
oug,2658676078,0.04418700945722496
ket,2658551461,0.04418493833144808
pol,2656821116,0.044156180119226604
del,2651573236,0.04406896072265957
mem,2646228128,0.043980125403569645
spa,2643609577,0.043936605270087165
scr,2642103472,0.043911573910897055
ngi,2640774015,0.04388947842904499
ena,2638988563,0.043859804342358664
ool,2638306412,0.043848467040707786
itt,2634396174,0.04378347916011724
vis,2633757588,0.04377286590570286
hey,2618640186,0.043521615747524445
old,2616193455,0.04348095125035952
cts,2615461694,0.043468789433997235
oca,2614610914,0.04345464953022442
tle,2608809399,0.04335822875888921
tos,2603892025,0.04327650234880086
two,2603266883,0.043266112532721085
sre,2598238434,0.04318254006394357
dow,2586649302,0.04298992950505584
efi,2572859920,0.04276075094589054
bil,2569752567,0.04270910695754081
som,2568215502,0.04268356104532782
err,2567220613,0.0426670260601088
urn,2565465135,0.042637850139194695
egi,2563665058,0.04260793298603681
nam,2561412416,0.04257049423440347
imp,2560068245,0.0425481542069061
bus,2559851005,0.0425445436933825
rna,2557424272,0.0425042115615713
mus,2553624787,0.04244106438805257
dby,2549554102,0.042373409889604724
ffi,2549119440,0.042366185837730316
ude,2545922413,0.042313051473806505
rge,2540289659,0.042219435498423954
ved,2540232642,0.04221848787989341
gan,2539373788,0.04220421378680836
bac,2535948023,0.04214727781340948
loc,2532662503,0.04209267270204853
ula,2531869024,0.04207948513686628
uri,2521249954,0.041902996940203406
ogr,2519547964,0.041874709986088006
mal,2512528924,0.041758054034869624
ubl,2507261447,0.04167050893754066
ivi,2504559243,0.04162559849708069
ato,2501556712,0.041575696642999836
fac,2495666075,0.041477794670291716
tch,2491241070,0.04140425139835979
ict,2486910486,0.04133227739680814
hil,2485576992,0.04131011482029996
cas,2483678467,0.04127856146830497
may,2481282082,0.041238733718119695
cri,2476766516,0.04116368532873605
tab,2462791390,0.04093141971735235
rne,2460941899,0.040900681306989276
eno,2460507422,0.040893460329801866
gro,2453914278,0.04078388274015431
pli,2443380718,0.040608815713678345
rve,2441102426,0.040570950660848724
eds,2437126246,0.04050486682885525
adi,2432248392,0.040423797238387835
toc,2428698665,0.04036480102526602
erf,2427949666,0.040352352714555915
ofa,2427514665,0.04034512302852536
tru,2426401618,0.04032662426565525
uar,2423321227,0.040275428383849544
dev,2418869993,0.04020144918778205
edu,2418403908,0.04019370288785733
clu,2418162788,0.040189695490412986
fir,2414069399,0.04012166365308169
hee,2413916168,0.04011911696463695
len,2405698157,0.03998253419971068
mit,2397207862,0.039841426093851516
pic,2396292650,0.039826215334769585
nli,2386210952,0.039658658222958505
hoo,2386149750,0.03965764105002226
lon,2382013488,0.03958889666644581
ila,2381877888,0.03958664300398125
who,2375908855,0.03948743809526597
els,2375135086,0.03947457810889771
yea,2374766656,0.03946845482820585
wha,2358999622,0.03920640783186981
ami,2357250348,0.03917733502099943
sic,2354859454,0.039137598530848035
bas,2353566071,0.03911610259633923
air,2353078043,0.03910799160529754
val,2351197419,0.039076735766663755
ppl,2346279689,0.03899500343988044
hor,2343054940,0.03894140833826604
sma,2340409054,0.038897433899005775
sid,2336472444,0.03883200771762972
dec,2334541488,0.03879991536469529
onf,2331173503,0.038743939690833305
mis,2325426499,0.03864842488848486
ewi,2320952551,0.03857406818733463
aut,2319953969,0.0385574718247153
lso,2319941926,0.03855727167090217
eet,2319005844,0.03854171405388782
dea,2315117573,0.03847709126329255
pti,2305476645,0.03831685971788635
tob,2303625826,0.038286099236256664
eng,2300400893,0.03823250107657521
swi,2299778155,0.038222151214806384
ems,2293945767,0.038125217336382175
rta,2293853748,0.03812368798707298
hol,2292117571,0.03809483284742162
ock,2282509702,0.03793515074027071
nso,2279551168,0.03788598011323597
obe,2278142185,0.0378625629148562
iat,2276562156,0.037836302943984455
hew,2274223832,0.037797440163536304
rei,2272742280,0.037772816873479616
pon,2268481244,0.03770199875479733
bea,2260186336,0.03756413796713848
eir,2259366726,0.03755051610657377
jec,2257937775,0.03752676704143817
way,2253933775,0.037460220843001
sca,2250587013,0.0374045978939066
heb,2249956571,0.037394119992199534
too,2248927685,0.037377019979231194
tme,2245772112,0.03732457457787231
alo,2244617408,0.03730538347859155
hth,2243962600,0.0372945006156779
sno,2243628674,0.0372889507890397
pub,2239011578,0.03721221497819569
lay,2238411850,0.0372022475410088
ama,2235555506,0.037154775304588016
emi,2233317240,0.03711757548106376
ewa,2231742893,0.03709140994463245
upp,2228675342,0.037040427462723825
lie,2223495911,0.036954345683723425
rds,2218817768,0.03687659527603226
hip,2218731194,0.03687515642224018
tyo,2213664396,0.03679094659577938
yof,2213118410,0.03678187234685333
cla,2209074179,0.036714657512025226
cer,2205345529,0.036652687611225344
eba,2195407612,0.036487520129523526
vin,2191678483,0.036425542267777326
asa,2190567565,0.03640707888873751
spr,2189660044,0.03639199595353474
ful,2183792941,0.03629448511425171
non,2170735057,0.036077464000407185
arr,2165841835,0.035996138994860455
rto,2165702367,0.0359938210465079
ash,2165109545,0.035983968386555376
mic,2161641806,0.03592633480822813
arg,2161563857,0.03592503930132954
det,2159289541,0.03588724032934032
ota,2157601109,0.035859178708231514
lab,2149892167,0.03573105663428731
isp,2149530410,0.0357250442583862
rap,2142459764,0.035607530619076774
orl,2142307069,0.03560499283891435
eni,2141683094,0.03559462241829251
cce,2139381190,0.035556364935683295
ssu,2138829718,0.03554719950982302
oad,2137251060,0.035520962324874866
nee,2134417833,0.03547387429136849
rol,2131950633,0.035432869600862955
ild,2129875394,0.03539837927461456
hop,2125233206,0.035321226436495025
tsa,2120867247,0.035248664504930964
elp,2119104331,0.035219364964979905
nsu,2118803288,0.03521436165148936
ets,2117732589,0.03519656670940133
amp,2116653418,0.03517863096326906
rsa,2109485034,0.035059492925272606
ike,2102504760,0.03494348126224819
mea,2102266172,0.034939515946465785
cus,2101131970,0.03492066558898331
toa,2100776135,0.034914751636305766
lem,2099660603,0.03489621157291041
eis,2098670949,0.034879763593023264
rai,2095533682,0.0348276224360971
lia,2091169676,0.0347550929632557
iva,2085391940,0.03465906739722834
cie,2085374517,0.03465877782819353
cit,2082016909,0.03460297461934183
swe,2082006811,0.03460280679129192
row,2080402844,0.034576148972543505
orn,2079033224,0.03455338598445572
tco,2075797287,0.03449960493906806
ngo,2075475757,0.03449426113307818
ngl,2073134206,0.03445534472011695
wel,2071859966,0.03443416694092201
ewe,2071705135,0.03443159366058979
bra,2071551532,0.034429040789531205
esh,2064134048,0.03430576272705157
ega,2058408800,0.03421060950789323
jan,2049586828,0.03406398895361773
hon,2047754348,0.03403353326487843
adv,2045472239,0.03399560477377723
sex,2044500144,0.03397944862323533
ofi,2043303275,0.03395955674461962
roc,2042548354,0.03394701001068596
ano,2038257744,0.033875700374203316
irs,2036642716,0.033848858722412715
try,2033315938,0.033793567905993034
dic,2030108122,0.0337402542296479
nci,2025100845,0.03365703363802157
ncl,2023857607,0.03363637110988654
uch,2021980476,0.03360517332466713
ced,2021752062,0.03360137710004929
utt,2017295393,0.03352730757466399
tee,2013846536,0.033469987813848946
lor,2011560693,0.03343199726393032
ava,2010253327,0.033410268932944805
hos,2008994701,0.033389350657331875
eon,2008495021,0.03338104601086957
ndc,2007226363,0.03335996100412209
bee,2000066853,0.033240970451381614
etr,1998424502,0.03321367469325238
ppo,1994629845,0.03315060776075413
mod,1993052290,0.03312438890758841
pac,1992318100,0.033112186721416935
lls,1989389815,0.03306351883063508
twa,1988708977,0.03305220335095187
sag,1987408757,0.033030593785983844
nsa,1985870541,0.03300502874423179
omi,1985639773,0.03300119339629949
org,1983780530,0.03297029290838218
gto,1975249357,0.03282850541303758
dir,1973299631,0.03279610110402307
yan,1969737663,0.03273690144634204
tst,1966787806,0.03268787503043713
ecu,1960986344,0.032591455139958196
rte,1960850536,0.032589198020548264
ume,1960793147,0.03258824421940388
alc,1958788224,0.03255492254013085
bet,1958556794,0.032551076189805093
aus,1952299350,0.032447077910550993
tud,1949393959,0.032398790516439215
gam,1944309828,0.03231429261673728
nly,1935827336,0.03217331419618941
oti,1935736991,0.03217181266864251
erp,1926607893,0.03202008770184423
ows,1922013150,0.03194372339628834
sol,1920937133,0.03192584006941428
rog,1920821583,0.031923919636539795
mag,1917937800,0.031875991365868536
sat,1917633938,0.031870941200796234
nme,1915390605,0.03183365716408828
dar,1915187778,0.031830286193611154
ebe,1912698595,0.03178891614719147
eop,1909093257,0.03172899568316024
etw,1907942502,0.03170987021598178
dco,1905339492,0.031666608372826456
